054,2.4678593,60.10155
016a,1.4269754,34.86418
054,5.623952,47.657234
016a,5.4318705,29.010906
054,1.6014631,54.191494
016a,4.7604837,48.10704
016a,7.2971153,65.88431
054,6.5769978,59.223843
016a,3.9464312,44.2603
